Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2005,Proportion of population with access to electricity,RDHC nad RPHC5/2022,EG_ACS_ELEC,,PT,,5.0
2010,Proportion of population with access to electricity,RDHC nad RPHC5/2022,EG_ACS_ELEC,,PT,,10.0
2012,Proportion of population with access to electricity,RDHC nad RPHC5/2022,EG_ACS_ELEC,,PT,,18.6
2015,Proportion of population with access to electricity,RDHC nad RPHC5/2022,EG_ACS_ELEC,,PT,,23.0
2020,Proportion of population with access to electricity,RDHC nad RPHC5/2022,EG_ACS_ELEC,,PT,,46.0
2022,Proportion of population with access to electricity,RDHC nad RPHC5/2022,EG_ACS_ELEC,,PT,,61.0
