Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,4.6
2015,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,4.2
2016,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,4.6
2017,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,3.0
2018,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,4.0
2019,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,9.0
2020,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,5.0
2021,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,34.0
2022,External Debt in nominal terms,MINECOFIN,_L_RW_170401_1,,PT,,6.8
