Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,Energy intensity measured in terms of primary energy and GDP,Ministry of Infrastructure (MININFRA),_L_RW_070301,,MJ_PER_GDP_CON_PPP_USD,,3.2
2020,Energy intensity measured in terms of primary energy and GDP,Ministry of Infrastructure (MININFRA),_L_RW_070301,,MJ_PER_GDP_CON_PPP_USD,,3.2
