Year,OBS_STATUS,UNIT_MULT,NATURE,COMMENT_OBS,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,1.9
2017,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,2.2
2018,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,2.6
2019,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,2.4
2020,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,2.7
2021,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,3.4
2022,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,3.5
2023,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,3.6
2024,A,0,_X,Volume of remittances (in United States dollars) as a proportion of total GDP,A,N,BX_TRF_PWKR,,USD,,3.8
